Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Courant_A
2024-01-04 21:00:00,PMP-042,50.5,1.94,9.8
2024-01-04 22:00:00,PMP-042,48.5,2.14,9.5
2024-01-04 23:00:00,PMP-042,51.7,2.13,9.8
2024-01-05 00:00:00,PMP-042,50.1,2.23,9.5
2024-01-05 01:00:00,PMP-042,50.5,1.52,9.1
2024-01-05 02:00:00,PMP-042,52.5,1.97,11.4
2024-01-05 03:00:00,PMP-042,52.6,2.28,10.3
2024-01-05 04:00:00,PMP-042,50.5,2.36,10.1
2024-01-05 05:00:00,PMP-042,51.0,2.34,10.5
2024-01-05 06:00:00,PMP-042,50.1,2.57,10.3
2024-01-05 07:00:00,PMP-042,56.4,2.26,10.1
2024-01-05 08:00:00,PMP-042,50.6,1.82,11.3
2024-01-05 09:00:00,PMP-042,48.8,2.26,10.9
2024-01-05 10:00:00,PMP-042,55.4,2.51,10.8
2024-01-05 11:00:00,PMP-042,54.1,2.27,9.4
2024-01-05 12:00:00,PMP-042,52.0,1.82,10.5
2024-01-05 13:00:00,PMP-042,50.4,1.35,10.1
2024-01-05 14:00:00,PMP-042,46.5,2.18,9.7
2024-01-05 15:00:00,PMP-042,49.9,1.93,10.7
2024-01-05 16:00:00,PMP-042,49.7,2.31,10.4
2024-01-05 17:00:00,PMP-042,45.9,2.41,9.0
2024-01-05 18:00:00,PMP-042,45.7,1.42,9.4
2024-01-05 19:00:00,PMP-042,47.5,1.61,9.8
2024-01-05 20:00:00,PMP-042,45.9,2.05,10.4
2024-01-05 21:00:00,PMP-042,50.3,2.16,9.4
2024-01-05 22:00:00,PMP-042,48.1,2.61,8.5
2024-01-05 23:00:00,PMP-042,45.9,1.99,9.6
2024-01-06 00:00:00,PMP-042,49.3,2.39,10.3
2024-01-06 01:00:00,PMP-042,51.9,2.48,10.3
2024-01-06 02:00:00,PMP-042,51.9,1.89,10.0
2024-01-06 03:00:00,PMP-042,52.6,1.95,10.4
2024-01-06 04:00:00,PMP-042,53.9,2.55,11.1
2024-01-06 05:00:00,PMP-042,52.1,1.83,10.4
2024-01-06 06:00:00,PMP-042,50.1,2.2,10.1
2024-01-06 07:00:00,PMP-042,55.7,1.75,11.0
2024-01-06 08:00:00,PMP-042,51.8,1.92,10.3
2024-01-06 09:00:00,PMP-042,52.1,2.68,10.6
2024-01-06 10:00:00,PMP-042,52.8,2.33,10.0
2024-01-06 11:00:00,PMP-042,51.2,2.61,10.1
2024-01-06 12:00:00,PMP-042,53.1,1.8,10.5
2024-01-06 13:00:00,PMP-042,52.9,2.16,10.3
2024-01-06 14:00:00,PMP-042,53.8,1.98,8.4
2024-01-06 15:00:00,PMP-042,45.5,1.99,9.9
2024-01-06 16:00:00,PMP-042,46.4,1.87,10.8
2024-01-06 17:00:00,PMP-042,47.7,2.51,9.1
2024-01-06 18:00:00,PMP-042,47.8,1.83,10.3
2024-01-06 19:00:00,PMP-042,49.2,2.08,10.3
2024-01-06 20:00:00,PMP-042,48.2,2.89,9.4
2024-01-06 21:00:00,PMP-042,50.2,1.82,9.7
2024-01-06 22:00:00,PMP-042,45.9,2.31,9.9
2024-01-06 23:00:00,PMP-042,50.2,1.63,10.0
2024-01-07 00:00:00,PMP-042,48.0,2.72,10.3
2024-01-07 01:00:00,PMP-042,51.1,1.97,9.8
2024-01-07 02:00:00,PMP-042,52.2,2.04,10.3
2024-01-07 03:00:00,PMP-042,52.7,2.42,10.6
2024-01-07 04:00:00,PMP-042,53.3,1.5,10.7
2024-01-07 05:00:00,PMP-042,53.8,1.97,10.3
2024-01-07 06:00:00,PMP-042,58.5,2.12,10.1
2024-01-07 07:00:00,PMP-042,51.6,1.82,10.9
2024-01-07 08:00:00,PMP-042,51.7,2.26,10.3
2024-01-07 09:00:00,PMP-042,51.3,2.4,10.9
2024-01-07 10:00:00,PMP-042,52.4,1.74,10.2
2024-01-07 11:00:00,PMP-042,52.1,2.49,9.6
2024-01-07 12:00:00,PMP-042,45.9,2.26,9.1
2024-01-07 13:00:00,PMP-042,50.5,1.65,10.7
2024-01-07 14:00:00,PMP-042,49.0,2.41,9.4
2024-01-07 15:00:00,PMP-042,51.2,1.84,10.7
2024-01-07 16:00:00,PMP-042,51.3,2.22,8.9
2024-01-07 17:00:00,PMP-042,44.8,1.63,9.1
2024-01-07 18:00:00,PMP-042,47.8,2.0,9.3
2024-01-07 19:00:00,PMP-042,50.9,2.21,9.6
2024-01-07 20:00:00,PMP-042,44.9,2.6,9.7
2024-01-07 21:00:00,PMP-042,49.8,2.3,9.7
2024-01-07 22:00:00,PMP-042,50.3,2.5,9.7
2024-01-07 23:00:00,PMP-042,49.4,2.38,10.2
2024-01-08 00:00:00,PMP-042,52.7,2.25,11.3
2024-01-08 01:00:00,PMP-042,54.2,1.85,10.6
2024-01-08 02:00:00,PMP-042,48.9,2.33,11.2
2024-01-08 03:00:00,PMP-042,54.7,1.97,10.4
2024-01-08 04:00:00,PMP-042,52.7,2.68,10.1
2024-01-08 05:00:00,PMP-042,51.1,1.92,10.7
2024-01-08 06:00:00,PMP-042,55.4,1.87,10.1
2024-01-08 07:00:00,PMP-042,53.7,1.63,10.9
2024-01-08 08:00:00,PMP-042,54.6,1.97,10.0
2024-01-08 09:00:00,PMP-042,52.1,2.14,10.5
2024-01-08 10:00:00,PMP-042,53.7,2.01,9.8
2024-01-08 11:00:00,PMP-042,56.0,1.89,9.5
2024-01-08 12:00:00,PMP-042,48.6,1.68,10.6
2024-01-08 13:00:00,PMP-042,49.8,2.55,9.8
2024-01-08 14:00:00,PMP-042,48.2,1.6,10.0
2024-01-08 15:00:00,PMP-042,50.4,2.13,9.7
2024-01-08 16:00:00,PMP-042,47.9,2.24,9.9
2024-01-08 17:00:00,PMP-042,48.5,1.58,10.0
2024-01-08 18:00:00,PMP-042,44.9,2.24,10.1
2024-01-08 19:00:00,PMP-042,45.6,1.6,9.2
2024-01-08 20:00:00,PMP-042,49.1,2.57,10.1
2024-01-08 21:00:00,PMP-042,49.3,2.73,9.8
2024-01-08 22:00:00,PMP-042,53.9,2.91,10.0
2024-01-08 23:00:00,PMP-042,49.2,1.98,9.3
2024-01-09 00:00:00,PMP-042,50.1,1.84,9.5
2024-01-09 01:00:00,PMP-042,51.5,2.02,9.8
2024-01-09 02:00:00,PMP-042,51.6,2.37,10.3
2024-01-09 03:00:00,PMP-042,52.4,1.68,10.7
2024-01-09 04:00:00,PMP-042,51.4,2.17,10.7
2024-01-09 05:00:00,PMP-042,54.6,1.98,10.5
2024-01-09 06:00:00,PMP-042,53.5,2.3,9.8
2024-01-09 07:00:00,PMP-042,51.9,2.49,11.7
2024-01-09 08:00:00,PMP-042,53.9,2.56,10.5
2024-01-09 09:00:00,PMP-042,53.3,1.98,9.5
2024-01-09 10:00:00,PMP-042,51.8,2.18,11.0
2024-01-09 11:00:00,PMP-042,50.9,1.87,9.7
2024-01-09 12:00:00,PMP-042,46.3,1.72,10.0
2024-01-09 13:00:00,PMP-042,49.9,2.36,9.5
2024-01-09 14:00:00,PMP-042,52.1,2.02,10.1
2024-01-09 15:00:00,PMP-042,48.1,2.47,9.8
2024-01-09 16:00:00,PMP-042,49.0,1.91,10.0
2024-01-09 17:00:00,PMP-042,47.7,1.31,9.3
2024-01-09 18:00:00,PMP-042,43.6,2.0,10.1
2024-01-09 19:00:00,PMP-042,47.8,2.18,10.4
2024-01-09 20:00:00,PMP-042,48.2,1.87,9.8
2024-01-09 21:00:00,PMP-042,48.6,2.56,9.9
2024-01-09 22:00:00,PMP-042,50.6,1.96,10.0
2024-01-09 23:00:00,PMP-042,50.3,1.91,10.3
2024-01-10 00:00:00,PMP-042,48.2,2.34,9.6
2024-01-10 01:00:00,PMP-042,51.6,2.51,10.6
2024-01-10 02:00:00,PMP-042,52.7,1.71,10.7
2024-01-10 03:00:00,PMP-042,52.6,2.6,10.6
2024-01-10 04:00:00,PMP-042,53.8,2.0,10.6
2024-01-10 05:00:00,PMP-042,54.2,2.25,10.2
2024-01-10 06:00:00,PMP-042,56.0,2.29,10.3
2024-01-10 07:00:00,PMP-042,51.9,2.04,10.3
2024-01-10 08:00:00,PMP-042,54.3,2.22,10.5
2024-01-10 09:00:00,PMP-042,52.8,1.88,10.0
2024-01-10 10:00:00,PMP-042,53.2,2.21,10.8
2024-01-10 11:00:00,PMP-042,50.9,2.32,9.6
2024-01-10 12:00:00,PMP-042,50.3,1.59,10.3
2024-01-10 13:00:00,PMP-042,51.7,2.33,9.8
2024-01-10 14:00:00,PMP-042,51.6,2.43,10.0
2024-01-10 15:00:00,PMP-042,48.3,1.91,9.4
2024-01-10 16:00:00,PMP-042,46.0,2.33,9.4
2024-01-10 17:00:00,PMP-042,50.8,2.49,10.6
2024-01-10 18:00:00,PMP-042,47.4,1.89,9.7
2024-01-10 19:00:00,PMP-042,46.8,2.23,9.6
2024-01-10 20:00:00,PMP-042,47.1,1.93,9.8
2024-01-10 21:00:00,PMP-042,49.4,2.36,9.1
2024-01-10 22:00:00,PMP-042,48.1,2.5,10.2
2024-01-10 23:00:00,PMP-042,50.3,1.94,10.2
2024-01-11 00:00:00,PMP-042,47.7,2.12,10.3
2024-01-11 01:00:00,PMP-042,52.0,2.39,10.5
2024-01-11 02:00:00,PMP-042,54.0,2.41,8.9
2024-01-11 03:00:00,PMP-042,53.7,2.1,10.4
2024-01-11 04:00:00,PMP-042,54.0,2.34,10.7
2024-01-11 05:00:00,PMP-042,55.1,2.4,10.5
2024-01-11 06:00:00,PMP-042,55.2,1.95,10.7
2024-01-11 07:00:00,PMP-042,52.5,2.21,9.7
2024-01-11 08:00:00,PMP-042,53.3,1.82,10.1
2024-01-11 09:00:00,PMP-042,50.3,2.5,9.9
2024-01-11 10:00:00,PMP-042,51.8,2.34,10.1
2024-01-11 11:00:00,PMP-042,49.8,2.5,9.6
2024-01-11 12:00:00,PMP-042,54.5,1.47,9.6
2024-01-11 13:00:00,PMP-042,50.4,2.56,9.4
2024-01-11 14:00:00,PMP-042,50.0,2.11,9.6
2024-01-11 15:00:00,PMP-042,48.7,2.12,10.0
2024-01-11 16:00:00,PMP-042,48.6,1.98,10.0
2024-01-11 17:00:00,PMP-042,46.0,2.54,9.8
2024-01-11 18:00:00,PMP-042,46.2,2.06,9.5
2024-01-11 19:00:00,PMP-042,47.7,2.01,9.8
2024-01-11 20:00:00,PMP-042,48.8,2.34,9.1
2024-01-11 21:00:00,PMP-042,52.3,2.45,10.7
2024-01-11 22:00:00,PMP-042,48.7,2.58,9.9
2024-01-11 23:00:00,PMP-042,49.4,2.44,10.1
2024-01-12 00:00:00,PMP-042,47.7,1.86,10.3
2024-01-12 01:00:00,PMP-042,50.7,2.3,9.3
2024-01-12 02:00:00,PMP-042,58.9,2.06,9.7
2024-01-12 03:00:00,PMP-042,51.5,2.26,9.7
2024-01-12 04:00:00,PMP-042,52.5,2.12,10.3
2024-01-12 05:00:00,PMP-042,50.4,1.83,10.5
2024-01-12 06:00:00,PMP-042,57.6,2.63,9.6
2024-01-12 07:00:00,PMP-042,54.2,1.87,11.6
2024-01-12 08:00:00,PMP-042,59.0,2.14,10.6
2024-01-12 09:00:00,PMP-042,49.7,1.74,10.2
2024-01-12 10:00:00,PMP-042,53.7,2.55,10.4
2024-01-12 11:00:00,PMP-042,48.5,2.33,10.9
2024-01-12 12:00:00,PMP-042,51.9,1.81,10.4
2024-01-12 13:00:00,PMP-042,47.9,2.35,9.9
2024-01-12 14:00:00,PMP-042,50.8,2.73,10.6
2024-01-12 15:00:00,PMP-042,49.2,1.98,9.3
2024-01-12 16:00:00,PMP-042,48.2,1.97,8.8
2024-01-12 17:00:00,PMP-042,46.6,2.34,10.1
2024-01-12 18:00:00,PMP-042,49.3,1.58,9.8
2024-01-12 19:00:00,PMP-042,50.2,2.07,9.5
2024-01-12 20:00:00,PMP-042,49.8,1.81,9.8
2024-01-12 21:00:00,PMP-042,47.7,2.35,10.3
2024-01-12 22:00:00,PMP-042,49.7,2.13,10.2
2024-01-12 23:00:00,PMP-042,49.5,1.98,10.8
2024-01-13 00:00:00,PMP-042,52.3,2.38,9.8
2024-01-13 01:00:00,PMP-042,49.8,2.21,10.0
2024-01-13 02:00:00,PMP-042,54.7,2.18,10.5
2024-01-13 03:00:00,PMP-042,53.3,1.83,9.9
2024-01-13 04:00:00,PMP-042,55.3,2.06,11.0
2024-01-13 05:00:00,PMP-042,59.0,1.76,10.6
2024-01-13 06:00:00,PMP-042,53.8,2.35,10.0
2024-01-13 07:00:00,PMP-042,56.3,2.26,10.6
2024-01-13 08:00:00,PMP-042,55.3,1.98,10.1
2024-01-13 09:00:00,PMP-042,50.5,2.59,11.0
2024-01-13 10:00:00,PMP-042,54.2,1.91,11.3
2024-01-13 11:00:00,PMP-042,47.1,2.28,10.8
2024-01-13 12:00:00,PMP-042,50.9,1.96,10.0
2024-01-13 13:00:00,PMP-042,52.3,2.17,10.1
2024-01-13 14:00:00,PMP-042,46.8,2.81,8.6
2024-01-13 15:00:00,PMP-042,49.3,2.18,10.1
2024-01-13 16:00:00,PMP-042,46.5,1.37,11.3
2024-01-13 17:00:00,PMP-042,45.3,2.39,9.1
2024-01-13 18:00:00,PMP-042,47.8,2.49,9.3
2024-01-13 19:00:00,PMP-042,41.8,1.84,9.4
2024-01-13 20:00:00,PMP-042,51.9,2.42,9.3
2024-01-13 21:00:00,PMP-042,46.9,1.59,10.5
2024-01-13 22:00:00,PMP-042,50.1,1.85,9.8
2024-01-13 23:00:00,PMP-042,51.3,2.53,10.8
2024-01-14 00:00:00,PMP-042,51.6,2.49,9.5
2024-01-14 01:00:00,PMP-042,52.3,1.67,10.1
2024-01-14 02:00:00,PMP-042,54.0,1.96,10.4
2024-01-14 03:00:00,PMP-042,51.4,1.86,9.8
2024-01-14 04:00:00,PMP-042,53.5,2.29,9.7
2024-01-14 05:00:00,PMP-042,49.6,2.18,10.8
2024-01-14 06:00:00,PMP-042,56.9,2.04,10.4
2024-01-14 07:00:00,PMP-042,56.3,2.44,11.0
2024-01-14 08:00:00,PMP-042,53.4,2.45,10.1
2024-01-14 09:00:00,PMP-042,53.5,2.95,9.9
2024-01-14 10:00:00,PMP-042,52.6,1.62,10.6
2024-01-14 11:00:00,PMP-042,46.9,2.74,11.6
2024-01-14 12:00:00,PMP-042,50.7,3.18,9.3
2024-01-14 13:00:00,PMP-042,49.1,2.45,10.0
2024-01-14 14:00:00,PMP-042,50.8,2.42,9.4
2024-01-14 15:00:00,PMP-042,48.2,2.25,9.7
2024-01-14 16:00:00,PMP-042,51.9,1.85,9.2
2024-01-14 17:00:00,PMP-042,47.9,2.31,10.3
2024-01-14 18:00:00,PMP-042,49.2,1.73,10.5
2024-01-14 19:00:00,PMP-042,48.4,2.23,9.6
2024-01-14 20:00:00,PMP-042,44.9,2.45,9.7
2024-01-14 21:00:00,PMP-042,50.0,2.22,10.3
2024-01-14 22:00:00,PMP-042,49.1,1.9,10.1
2024-01-14 23:00:00,PMP-042,51.1,2.34,10.5
2024-01-15 00:00:00,PMP-042,53.4,1.65,9.6
2024-01-15 01:00:00,PMP-042,49.3,2.19,10.5
2024-01-15 02:00:00,PMP-042,48.6,2.0,10.2
2024-01-15 03:00:00,PMP-042,51.5,1.91,10.0
2024-01-15 04:00:00,PMP-042,55.2,2.05,10.9
2024-01-15 05:00:00,PMP-042,52.3,2.18,9.6
2024-01-15 06:00:00,PMP-042,51.9,1.77,11.0
2024-01-15 07:00:00,PMP-042,53.5,2.5,9.6
2024-01-15 08:00:00,PMP-042,55.1,2.49,10.6
2024-01-15 09:00:00,PMP-042,52.9,2.92,10.7
2024-01-15 10:00:00,PMP-042,54.7,2.41,10.2
2024-01-15 11:00:00,PMP-042,48.9,2.07,10.0
2024-01-15 12:00:00,PMP-042,50.1,2.87,10.7
2024-01-15 13:00:00,PMP-042,51.0,2.08,10.4
2024-01-15 14:00:00,PMP-042,53.8,2.03,10.2
2024-01-15 15:00:00,PMP-042,50.0,1.85,9.8
2024-01-15 16:00:00,PMP-042,47.1,3.03,10.0
2024-01-15 17:00:00,PMP-042,45.1,1.85,10.1
2024-01-15 18:00:00,PMP-042,50.5,1.78,10.1
2024-01-15 19:00:00,PMP-042,51.5,2.36,10.7
2024-01-15 20:00:00,PMP-042,49.6,1.52,10.7
2024-01-15 21:00:00,PMP-042,47.2,2.02,10.0
2024-01-15 22:00:00,PMP-042,48.5,2.47,10.7
2024-01-15 23:00:00,PMP-042,51.1,2.18,9.8
2024-01-16 00:00:00,PMP-042,53.0,2.43,10.7
2024-01-16 01:00:00,PMP-042,52.1,2.18,9.7
2024-01-16 02:00:00,PMP-042,51.8,2.3,10.1
2024-01-16 03:00:00,PMP-042,54.7,2.91,10.0
2024-01-16 04:00:00,PMP-042,55.0,2.32,10.3
2024-01-16 05:00:00,PMP-042,50.3,2.57,10.4
2024-01-16 06:00:00,PMP-042,55.7,1.62,10.4
2024-01-16 07:00:00,PMP-042,52.9,2.74,10.4
2024-01-16 08:00:00,PMP-042,54.6,2.48,9.8
2024-01-16 09:00:00,PMP-042,50.3,2.17,9.5
2024-01-16 10:00:00,PMP-042,52.0,2.72,9.9
2024-01-16 11:00:00,PMP-042,48.1,2.73,10.4
2024-01-16 12:00:00,PMP-042,53.6,2.04,9.9
2024-01-16 13:00:00,PMP-042,48.4,2.18,9.7
2024-01-16 14:00:00,PMP-042,53.9,2.0,9.9
2024-01-16 15:00:00,PMP-042,47.1,1.76,9.7
2024-01-16 16:00:00,PMP-042,47.7,2.27,10.0
2024-01-16 17:00:00,PMP-042,48.9,1.77,9.4
2024-01-16 18:00:00,PMP-042,46.2,2.67,9.8
2024-01-16 19:00:00,PMP-042,51.9,2.65,10.2
2024-01-16 20:00:00,PMP-042,48.9,2.48,9.5
2024-01-16 21:00:00,PMP-042,50.5,1.62,10.9
2024-01-16 22:00:00,PMP-042,50.7,1.86,10.0
2024-01-16 23:00:00,PMP-042,51.1,2.55,9.8
2024-01-17 00:00:00,PMP-042,52.0,2.15,10.2
2024-01-17 01:00:00,PMP-042,48.9,2.05,10.2
2024-01-17 02:00:00,PMP-042,53.0,2.89,10.7
2024-01-17 03:00:00,PMP-042,51.4,1.79,11.1
2024-01-17 04:00:00,PMP-042,51.3,2.05,10.1
2024-01-17 05:00:00,PMP-042,54.7,2.63,9.6
2024-01-17 06:00:00,PMP-042,59.5,2.14,11.2
2024-01-17 07:00:00,PMP-042,56.4,2.08,9.3
2024-01-17 08:00:00,PMP-042,55.3,2.02,10.1
2024-01-17 09:00:00,PMP-042,51.2,1.54,11.2
2024-01-17 10:00:00,PMP-042,50.9,1.98,10.4
2024-01-17 11:00:00,PMP-042,54.7,2.29,10.3
2024-01-17 12:00:00,PMP-042,51.6,3.01,9.9
2024-01-17 13:00:00,PMP-042,52.1,1.84,9.8
2024-01-17 14:00:00,PMP-042,49.5,2.11,9.9
2024-01-17 15:00:00,PMP-042,47.5,2.96,9.6
2024-01-17 16:00:00,PMP-042,50.7,1.8,9.0
2024-01-17 17:00:00,PMP-042,48.0,2.3,10.1
2024-01-17 18:00:00,PMP-042,50.4,2.22,9.4
2024-01-17 19:00:00,PMP-042,48.9,1.59,8.8
2024-01-17 20:00:00,PMP-042,46.5,2.27,10.3
2024-01-17 21:00:00,PMP-042,47.9,2.62,10.3
2024-01-17 22:00:00,PMP-042,49.4,2.63,10.1
2024-01-17 23:00:00,PMP-042,55.6,1.79,10.2
2024-01-18 00:00:00,PMP-042,51.6,2.15,10.4
2024-01-18 01:00:00,PMP-042,53.3,2.04,10.2
2024-01-18 02:00:00,PMP-042,52.3,1.92,10.5
2024-01-18 03:00:00,PMP-042,52.2,1.73,8.5
2024-01-18 04:00:00,PMP-042,53.4,1.72,11.0
2024-01-18 05:00:00,PMP-042,59.2,1.89,11.1
2024-01-18 06:00:00,PMP-042,51.6,3.0,11.2
2024-01-18 07:00:00,PMP-042,54.2,3.13,9.7
2024-01-18 08:00:00,PMP-042,53.5,1.76,9.5
2024-01-18 09:00:00,PMP-042,49.3,2.52,10.3
2024-01-18 10:00:00,PMP-042,53.6,2.21,9.5
2024-01-18 11:00:00,PMP-042,51.7,2.61,10.5
2024-01-18 12:00:00,PMP-042,49.7,2.63,10.3
2024-01-18 13:00:00,PMP-042,48.4,2.23,9.9
2024-01-18 14:00:00,PMP-042,47.1,1.54,9.4
2024-01-18 15:00:00,PMP-042,51.5,1.88,9.5
2024-01-18 16:00:00,PMP-042,48.7,1.84,10.5
2024-01-18 17:00:00,PMP-042,45.3,2.31,9.2
2024-01-18 18:00:00,PMP-042,49.7,2.45,10.1
2024-01-18 19:00:00,PMP-042,50.0,1.88,10.2
2024-01-18 20:00:00,PMP-042,51.2,2.74,9.5
2024-01-18 21:00:00,PMP-042,47.7,2.25,10.9
2024-01-18 22:00:00,PMP-042,47.4,2.54,10.5
2024-01-18 23:00:00,PMP-042,51.8,1.75,9.6
2024-01-19 00:00:00,PMP-042,50.2,2.16,10.2
2024-01-19 01:00:00,PMP-042,51.0,2.18,9.8
2024-01-19 02:00:00,PMP-042,55.5,1.94,10.2
2024-01-19 03:00:00,PMP-042,53.1,2.86,10.8
2024-01-19 04:00:00,PMP-042,49.6,2.44,9.5
2024-01-19 05:00:00,PMP-042,55.7,2.66,9.9
2024-01-19 06:00:00,PMP-042,53.4,2.28,11.3
2024-01-19 07:00:00,PMP-042,54.6,1.63,10.5
2024-01-19 08:00:00,PMP-042,55.4,2.25,11.4
2024-01-19 09:00:00,PMP-042,53.6,2.57,10.4
2024-01-19 10:00:00,PMP-042,53.5,2.23,10.3
2024-01-19 11:00:00,PMP-042,54.8,2.31,10.4
2024-01-19 12:00:00,PMP-042,49.6,2.32,10.6
2024-01-19 13:00:00,PMP-042,51.9,2.33,9.2
2024-01-19 14:00:00,PMP-042,50.5,2.7,9.9
2024-01-19 15:00:00,PMP-042,49.9,2.17,9.9
2024-01-19 16:00:00,PMP-042,52.5,2.32,10.2
